344	0	897	897	3597
174	0	3597	5826	6226
434	0	6226	6226	6418
332	0	6418	6418	6770
458	0	6770	7065	7791
424	0	7791	15074	16721
338	0	16721	16721	21479
144	0	21479	21479	22028
389	0	22028	22330	23606
404	0	23606	23606	24302
337	0	24302	24604	30094
405	0	30094	30094	32839
310	0	32839	32839	33388
274	0	33388	33690	34618
141	0	34618	34618	35082
2	0	35082	35082	35836
92	0	35836	35836	37402
488	0	37402	37402	37866
418	0	37866	37866	38562
385	0	38562	38562	39374
179	0	39374	39374	39954
476	0	39954	39954	40824
351	0	40824	40824	42042
164	0	42042	42042	42854
168	0	42854	42854	44188
244	0	44188	44188	45870
322	0	45870	45870	46798
345	0	46798	46798	47262
429	0	47262	50051	51161
268	0	51161	52103	52151
30	0	52151	52151	52359
212	0	52359	52359	52807
489	0	52807	52807	53047
193	0	53047	53047	53223
299	0	53223	53223	53687
334	0	53687	53687	54023
411	0	54023	54023	54183
370	0	54183	54183	54279
226	0	54279	54279	54327
463	0	54327	54327	54631
441	0	54631	54631	54887
187	0	54887	54887	54983
301	0	54983	54983	55079
396	0	55079	55079	55287
349	0	55287	55287	55543
267	0	55543	56485	57965
445	0	57965	60754	62436
60	0	62436	62436	62552
181	0	62552	62552	63654
384	0	63654	63654	64118
313	0	64118	64118	65162
395	0	65162	65162	66380
400	0	66380	66380	67772
132	0	67772	67772	69048
242	0	69048	69350	71546
7	0	71546	71848	73066
158	0	73066	73066	73762
95	0	73762	73762	74342
77	0	74342	74342	74690
408	0	74690	74690	76314
265	0	76314	76314	77068
378	0	77068	77068	77648
123	0	77648	77648	78634
464	0	78634	78634	79388
240	0	79388	79690	82252
485	0	82252	82252	83716
316	0	83716	83716	85546
275	0	85546	85546	88291
110	0	88291	88291	89938
9	0	89938	89938	92683
340	0	92683	92683	95062
381	0	95062	95062	95794
182	0	95794	103077	105497
254	0	105497	105792	106016
304	0	106016	106016	106400
288	0	106400	106400	106672
58	0	106672	106672	106896
270	0	106896	106896	107216
399	0	107216	107511	109205
317	0	109205	109205	111383
68	0	111383	111383	113803
34	1	5221	5221	8455
215	1	8455	14417	14503
466	1	14503	14503	14546
309	1	14546	14546	15664
127	1	15664	15664	16137
343	1	16137	16137	17126
149	1	17126	17126	18244
496	1	18244	18244	19319
468	1	19319	19319	20394
37	1	20394	20394	20609
492	1	20609	20609	21512
176	1	21512	21512	22200
329	1	22200	22200	23318
308	1	23318	23318	23576
483	1	23576	23576	24737
300	1	24737	24737	25941
356	1	25941	25941	26457
146	1	26457	26457	27618
137	1	27618	31415	34795
184	1	34795	34795	36615
104	1	36615	36615	37265
373	1	37265	37265	39475
415	1	39475	39475	41425
478	1	41425	41425	44415
307	1	44415	44415	46495
291	1	46495	47674	47828
219	1	47828	47828	48422
372	1	48422	48422	48686
419	1	48686	48686	49346
474	1	49346	49346	49940
264	1	49940	49940	50314
363	1	50314	50314	50424
272	1	50424	50424	50820
346	1	50820	50820	51304
436	1	51304	51304	51964
250	1	51964	51964	52360
16	1	52360	52360	52690
271	1	52690	52690	53284
417	1	53284	53284	53724
5	1	53724	53724	53768
243	1	53768	53768	54142
258	1	54142	55321	57531
26	1	57531	57531	58961
87	1	58961	58961	62731
331	1	62731	62731	64941
253	1	64941	68738	69727
188	1	69727	69727	69985
116	1	69985	69985	70114
391	1	70114	70114	71275
185	1	71275	71275	71963
31	1	71963	71963	72995
412	1	72995	72995	73554
216	1	73554	73554	73984
133	1	73984	77781	78041
131	1	78041	79220	79814
413	1	79814	79814	79968
280	1	79968	79968	80122
490	1	80122	81301	83381
96	1	83381	87712	89868
8	1	89868	89868	93410
103	1	93410	93410	96182
105	1	96182	96182	100032
198	1	100032	100032	104036
314	1	104036	104036	106654
234	1	106654	106654	110350
450	1	110350	110350	110812
56	1	110812	110812	114662
222	1	114662	114662	114816
251	1	114816	114816	119282
106	1	119282	119282	121130
100	1	121130	121130	122516
298	1	122516	122516	124672
472	1	124672	124672	126212
0	1	126212	126212	127906
342	1	127906	127906	128060
471	1	128060	128060	128984
321	1	128984	128984	132372
444	1	132372	132372	136222
263	1	136222	136222	139610
273	1	139610	139610	140842
406	1	140842	140842	144538
238	1	144538	144538	147310
90	1	147310	147310	151314
282	1	151314	151314	152392
460	1	152392	152392	156858
302	1	156858	156858	157320
78	1	157320	157320	159784
175	1	159784	159784	160400
97	1	160400	160400	164250
14	1	164250	164250	165790
311	1	165790	165790	167022
192	1	167022	167022	171026
295	1	171026	171026	171642
327	1	171642	171642	176108
25	1	176108	176108	177032
454	1	177032	177032	179496
161	1	179496	179496	183192
383	2	3093	3093	5511
371	2	6444	6444	6816
23	2	7112	7112	10832
147	2	10832	10832	13250
65	2	13250	13250	14738
139	2	14861	14861	16163
455	2	16163	16163	21185
402	2	21185	27377	28625
63	2	28625	32936	33491
130	2	33491	33491	33676
320	2	33676	33676	34268
387	2	34268	34268	35082
324	2	35082	35082	35452
290	2	35452	35452	36266
178	2	36266	36266	36562
221	2	36562	36562	36969
359	2	36969	36969	38005
107	2	38005	38005	38745
156	2	38745	38745	39078
407	2	39078	39078	40114
88	2	40114	40114	40669
195	2	40669	40669	40965
366	2	40965	40965	41927
293	2	41927	46238	46550
447	2	46550	46550	48006
394	2	48006	48006	49202
143	2	49202	49202	50138
435	2	50138	50138	51230
284	2	51230	51230	51490
306	2	51490	51490	52998
166	2	52998	52998	53466
93	2	53466	59658	65052
70	2	65052	65052	65796
303	2	65796	65796	70074
220	2	70074	70074	71376
6	2	71376	71376	75096
85	2	75096	75096	79002
323	2	79002	79002	79932
61	2	79932	79932	84210
461	2	84210	84210	89604
498	2	89604	89604	93138
369	2	93138	93138	97788
403	2	97788	97788	99462
225	3	1263	1263	4383
51	3	4625	4625	7329
36	3	7329	7329	9305
294	3	9305	9305	10241
360	3	10241	10241	12737
259	3	12737	12737	15649
361	3	15649	15649	18665
292	3	18665	18665	21057
99	3	21057	21057	21369
207	3	21369	21369	22201
245	3	22201	22201	23241
462	3	23241	23241	24697
1	3	24697	24697	26257
439	3	26257	26257	27089
32	3	27089	27089	29689
421	3	29689	29689	30937
135	3	30937	30937	31145
136	3	31145	31145	32289
41	3	32289	32289	33745
493	3	33745	34098	38560
438	3	38560	40819	42457
183	3	42457	50555	52607
358	3	52607	53986	55281
279	3	55281	55281	56206
499	3	56206	56206	56946
18	3	56946	60382	61294
283	3	61294	61294	62890
228	3	62890	62890	63916
269	3	63916	63916	65284
223	3	65284	65284	68134
336	3	68134	68134	69616
28	3	69616	69616	71212
425	3	71212	71212	71554
15	3	71554	71554	74062
237	3	74062	74062	74860
497	3	74860	74860	76798
201	3	76798	76798	79990
453	3	79990	79990	81928
81	3	81928	81928	84208
43	3	84208	84208	84322
24	3	84322	84322	85234
428	3	85234	85234	86146
287	3	86146	86146	89110
231	3	89110	89110	90022
386	3	90022	92811	92920
315	3	92920	92920	95536
236	3	95536	95536	96081
257	3	96081	96081	96735
281	3	96735	96735	98588
475	3	98588	98588	99787
246	3	99787	99787	101095
73	3	101095	102394	102933
416	3	102933	106780	109874
432	3	109874	109874	113878
374	3	113878	113878	116426
76	3	116426	116426	120612
145	3	120612	120612	124798
457	4	3362	3362	5333
153	4	5333	5333	6209
71	4	6209	6209	7523
74	4	7523	7523	8107
177	4	8107	10495	11804
393	4	11804	11804	14184
262	4	14184	15929	20779
376	4	20779	20779	21361
368	4	21361	21361	26017
170	4	26017	26017	26987
289	4	26987	37198	40708
128	4	40708	40708	43678
154	4	43678	53889	54859
150	4	54859	54859	55635
355	4	55635	55635	57963
339	4	57963	57963	58933
241	4	58933	58933	62619
160	4	62619	62619	64559
169	4	64559	74770	75175
364	4	75175	75175	79090
230	4	79090	79090	81115
191	4	81115	81115	84085
247	4	84085	84085	86650
10	4	86650	86650	88540
